current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
amazon,wipro,1.2,2124747,2608994,Male,Pune,Scrum Master,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,Cloud Security,1,3
hcl,amazon,13.2,1177705,1836745,Female,Mumbai,Product Manager,IT,PhD,Cisco Certified Network Professional (CCNP),FastAPI,3,1
netflix,apple,1.5,1400573,1684154,Male,Bangalore,UX/UI Designer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Single Sign-On,1,1
accenture,hexaware,3.1,2319985,3022696,Female,Mumbai,UX/UI Designer,IT,PhD,Certified Information Systems Security Professional (CISSP),GitHub Actions,2,4
netflix,virtusa,14.4,1947359,2721090,Other,Pune,Infrastructure Engineer,IT,PhD,Professional Scrum Master (PSM),Data Visualization,1,4
amazon,microsoft,9.7,1159073,1525237,Male,Kolkata,Scrum Master,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),Code Review,1,1
coforge,meta,2.1,1435536,2047428,Female,Pune,Technical Lead,IT,Bachelor,Certified Ethical Hacker (CEH),Big Data,5,1
cts,apple,8.6,2429530,3557460,Male,Pune,Database Administrator,IT,Bachelor,CompTIA Cloud+,Java,3,1
deloitte,virtusa,7.8,1574813,2448073,Female,Kolkata,Full Stack Developer,IT,Master,AWS Certified SysOps Administrator - Associate,Ansible,2,4
zensar,oracle,5.4,1103603,1362177,Male,Kolkata,Scrum Master,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Java,4,2
tcs,accenture,13.9,1137374,1655914,Female,Mumbai,Quality Assurance Lead,IT,Master,AWS Certified DevOps Engineer - Professional,Load Testing,3,2
microsoft,netflix,6.2,2727689,4320592,Male,Chennai,Performance Engineer,IT,PhD,Microsoft Certified: Azure Administrator Associate,Smart Contracts,1,1
uber,accenture,3.2,2973324,3860824,Male,Kolkata,Tech Lead,IT,PhD,Cisco Certified Network Professional (CCNP),Apache Kafka,1,2
sap,cts,8.0,1102924,1541841,Male,Bangalore,Tech Lead,IT,PhD,VMware Certified Professional (VCP),Information Security,2,3
netflix,tcs,8.3,1248686,1615618,Female,Mumbai,Data Analyst,IT,Bachelor,AWS Certified DevOps Engineer - Professional,DevOps,1,3
google,cts,9.2,1640707,2555618,Male,Noida,Security Engineer,IT,Bachelor,CompTIA Security+,Node.js,1,3
coforge,microsoft,14.9,2002072,2432417,Male,Kolkata,Platform Engineer,IT,PhD,Google Cloud Professional Security Engineer,Big Data,5,1
coforge,zensar,5.5,1698621,2546171,Female,Pune,QA Engineer,IT,Bachelor,Google Cloud Professional Security Engineer,Message Queues,5,4
amazon,google,13.2,2477951,3510165,Male,Gurgaon,Performance Engineer,IT,PhD,Oracle MySQL Database Administration,IoT,1,1
salesforce,meta,13.8,3475606,4996920,Male,Bangalore,Data Scientist,IT,PhD,Google Cloud Associate Cloud Engineer,Spring Boot,1,1
valuelabs,hexaware,13.7,3267745,4148710,Male,Pune,Scrum Master,IT,Master,Oracle MySQL Database Administration,Computer Vision,5,4
linkedin,valuelabs,9.0,1696403,2303861,Female,Gurgaon,Solution Architect,IT,PhD,Certified Kubernetes Security Specialist (CKS),Apache Kafka,1,5
cts,google,3.0,1211329,1589986,Male,Pune,Performance Engineer,IT,Master,AWS Certified Machine Learning - Specialty,CI/CD,3,1
netflix,adobe,7.1,1839666,2560946,Male,Noida,Data Analyst,IT,PhD,Google Cloud Associate Cloud Engineer,Hadoop,1,1
happiest-minds,coforge,6.8,1451911,1754467,Male,Delhi,Platform Engineer,IT,Master,Microsoft Certified: Azure AI Engineer Associate,Apache Kafka,5,5
salesforce,accenture,13.9,2060904,2574696,Male,Mumbai,Platform Engineer,IT,Master,Google Cloud Professional Data Engineer,Data Science,1,2
deloitte,valuelabs,1.6,905738,1148615,Male,Bangalore,Cybersecurity Specialist,IT,Bachelor,AWS Certified Security - Specialty,MySQL,2,5
microsoft,wipro,7.3,1323362,2052559,Female,Noida,Software Developer,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,NoSQL,1,3
zensar,infosys,14.4,3388284,4929494,Female,Kolkata,Data Engineer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Test Automation,4,3
hexaware,linkedin,13.7,3190843,4855728,Male,Gurgaon,Blockchain Developer,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,DevOps,4,1
wipro,hcl,13.8,3287738,4223795,Female,Chennai,Cloud Architect,IT,Master,Certified Kubernetes Application Developer (CKAD),Jenkins,3,3
oracle,amazon,4.9,2383592,2956354,Female,Noida,UX/UI Designer,IT,Bachelor,Certified Information Systems Auditor (CISA),Cybersecurity,2,1
amazon,google,14.9,1646388,2022202,Male,Mumbai,Project Manager,IT,Master,Oracle Database Administrator Certified Professional,Edge Computing,1,1
hcl,uber,8.9,2040351,2717109,Male,Pune,Cloud Architect,IT,Master,Salesforce Certified Platform Developer,FastAPI,3,1
wipro,virtusa,3.2,1659602,2390779,Male,Pune,Platform Engineer,IT,PhD,Oracle Database Administrator Certified Professional,Security Testing,3,4
hcl,tcs,4.9,1289455,1788947,Female,Bangalore,Senior Developer,IT,Master,Microsoft Certified: Azure Fundamentals,Git,3,3
happiest-minds,meta,13.4,2781098,3878505,Male,Chennai,Software Architect,IT,Bachelor,Docker Certified Associate (DCA),Vue.js,5,1
hexaware,deloitte,14.7,2000896,2462489,Male,Kolkata,Cloud Engineer,IT,PhD,CompTIA A+,Information Security,4,2
wipro,apple,5.8,952361,1462796,Male,Chennai,Security Engineer,IT,PhD,Microsoft Certified: Azure Security Engineer Associate,Cybersecurity,3,1
oracle,virtusa,13.9,1000090,1422027,Male,Pune,DevOps Engineer,IT,PhD,Certified Kubernetes Application Developer (CKAD),FastAPI,2,4
salesforce,accenture,3.9,2170303,2845467,Female,Gurgaon,Business Analyst,IT,Master,Salesforce Certified Platform Developer,TypeScript,1,2
ibm,apple,14.1,2601591,4161883,Female,Delhi,Full Stack Developer,IT,PhD,SAFe Agilist Certification,AWS,2,1
google,hcl,10.2,1182530,1558837,Female,Noida,Machine Learning Engineer,IT,Master,Cisco Certified Network Associate (CCNA),DevOps,1,3
hexaware,ibm,7.3,2537766,3561911,Female,Hyderabad,DevOps Engineer,IT,Bachelor,Google Cloud Professional DevOps Engineer,AWS,4,2
google,hexaware,6.8,2450092,3014168,Female,Noida,Tech Lead,IT,Bachelor,Microsoft Certified: Azure AI Engineer Associate,ElasticSearch,1,4
hcl,netflix,5.9,2318396,3583416,Male,Kolkata,QA Engineer,IT,Master,Oracle Database Administrator Certified Professional,Vulnerability Assessment,3,1
amazon,ibm,6.7,3253041,4086075,Male,Gurgaon,Business Intelligence Analyst,IT,Master,Google Cloud Professional Machine Learning Engineer,Django,1,2
google,linkedin,11.7,1703172,2078450,Female,Bangalore,Data Engineer,IT,Master,Cisco Certified Network Associate (CCNA),Message Queues,1,1
linkedin,hcl,11.2,1316641,1623817,Female,Gurgaon,Cloud Architect,IT,Bachelor,Microsoft Certified: Azure AI Engineer Associate,Security Testing,1,3
adobe,accenture,9.6,2200762,2787975,Male,Bangalore,Business Intelligence Analyst,IT,Bachelor,Certified Information Security Manager (CISM),Identity Management,1,2
uber,ibm,14.6,3264105,4340991,Male,Bangalore,Infrastructure Engineer,IT,PhD,AWS Certified Solutions Architect - Professional,Code Review,1,2
deloitte,adobe,1.7,2051642,2553813,Male,Bangalore,Blockchain Developer,IT,Bachelor,Professional Scrum Master (PSM),Microservices,2,1
cts,virtusa,11.0,2498194,3116089,Male,Bangalore,Blockchain Developer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Identity Management,3,4
adobe,meta,14.1,3492452,4221418,Male,Hyderabad,Release Manager,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Code Review,1,1
deloitte,microsoft,13.3,1576569,2029766,Male,Gurgaon,AI Researcher,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Python,2,1
adobe,coforge,11.7,2544488,3987237,Female,Chennai,Software Developer,IT,Master,AWS Certified Data Analytics - Specialty,GitLab CI,1,5
microsoft,google,3.2,1763710,2337008,Male,Bangalore,Machine Learning Engineer,IT,Bachelor,AWS Certified Machine Learning - Specialty,Message Queues,1,1
oracle,microsoft,12.5,3309717,4207926,Female,Pune,Release Manager,IT,PhD,CompTIA CySA+,SAML,2,1
linkedin,hcl,8.5,2758088,3861160,Male,Noida,QA Engineer,IT,Bachelor,AWS Cloud Practitioner,Data Engineering,1,3
oracle,zensar,2.8,2922710,3516249,Male,Delhi,Cloud Architect,IT,Master,CompTIA CySA+,Unit Testing,2,4
hexaware,zensar,11.6,1535020,2282683,Female,Bangalore,Cloud Engineer,IT,Bachelor,Microsoft Certified: Azure Security Engineer Associate,JavaScript,4,4
cts,infosys,14.3,3411406,4834713,Female,Delhi,System Administrator,IT,Master,Professional Scrum Master (PSM),Deep Learning,3,3
apple,adobe,3.8,698019,968787,Female,Noida,Scrum Master,IT,PhD,VMware Certified Professional (VCP),Hadoop,1,1
cts,valuelabs,6.2,1344199,2135455,Female,Noida,Scrum Master,IT,Master,Certified Kubernetes Administrator (CKA),MLOps,3,5
zensar,oracle,1.0,2068779,2613696,Male,Gurgaon,Security Engineer,IT,Bachelor,CompTIA Cloud+,Edge Computing,4,2
happiest-minds,coforge,11.2,1236678,1721603,Male,Kolkata,Full Stack Developer,IT,Master,Cisco Certified Network Associate (CCNA),Java,5,5
deloitte,sap,1.7,2270764,3632095,Male,Mumbai,AI Researcher,IT,PhD,Google Cloud Professional Data Engineer,Edge Computing,2,2
apple,meta,10.7,1409147,2092041,Male,Hyderabad,Security Engineer,IT,Bachelor,Microsoft Certified: Azure Data Engineer Associate,Kanban,1,1
salesforce,infosys,8.6,869582,1191626,Female,Gurgaon,Platform Engineer,IT,PhD,Salesforce Certified Platform Developer,Load Testing,1,3
hcl,microsoft,7.7,2056425,2696154,Male,Delhi,Cybersecurity Specialist,IT,Master,Certified Kubernetes Application Developer (CKAD),GraphQL,3,1
ibm,salesforce,3.5,1018040,1317720,Male,Gurgaon,DevOps Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,GitHub Actions,2,1
ibm,wipro,2.2,2966081,3889371,Male,Gurgaon,Blockchain Developer,IT,Bachelor,AWS Certified Data Analytics - Specialty,Data Engineering,2,3
hexaware,uber,12.7,2419478,3601091,Male,Chennai,Software Architect,IT,Master,Cisco Certified Network Professional (CCNP),Serverless Architecture,4,1
ibm,accenture,2.3,2909947,3531929,Male,Gurgaon,Blockchain Developer,IT,Bachelor,Google Cloud Associate Cloud Engineer,Node.js,2,2
hexaware,virtusa,8.5,1351905,1659106,Male,Pune,Cybersecurity Specialist,IT,Master,Microsoft Certified: Azure AI Engineer Associate,Kubernetes,4,4
wipro,sap,9.6,1956780,2552646,Male,Pune,UX/UI Designer,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),Cloud Security,3,2
infosys,cts,5.3,3132426,3769988,Female,Pune,Database Administrator,IT,Bachelor,Project Management Professional (PMP),Lambda Functions,3,3
valuelabs,amazon,14.1,3111577,4201343,Male,Mumbai,QA Engineer,IT,Master,CompTIA Security+,Machine Learning,5,1
valuelabs,linkedin,7.5,2487961,3972325,Female,Mumbai,System Administrator,IT,Master,Certified Data Professional (CDP),API Gateway,5,1
google,adobe,5.0,2277324,2806341,Male,Pune,AI Researcher,IT,Bachelor,Google Cloud Professional Security Engineer,Message Queues,1,1
salesforce,hcl,11.9,3034081,4529053,Female,Pune,Full Stack Developer,IT,Master,Certified Kubernetes Administrator (CKA),GitHub Actions,1,3
ibm,hcl,7.7,2207740,3040003,Male,Kolkata,Platform Engineer,IT,Master,Microsoft Certified: Azure AI Engineer Associate,Cloud Computing,2,3
coforge,oracle,4.0,2687409,3767060,Male,Noida,Software Developer,IT,Master,Certified Information Security Manager (CISM),Cloud Security,5,2
tcs,adobe,9.9,1671036,2288000,Male,Hyderabad,Quality Assurance Lead,IT,PhD,Red Hat Certified Engineer (RHCE),Tableau,3,1
adobe,linkedin,7.5,1693586,2663026,Male,Kolkata,Business Intelligence Analyst,IT,Bachelor,Oracle Database Administrator Certified Professional,Single Sign-On,1,1
happiest-minds,apple,12.5,2888821,4578797,Male,Chennai,Product Manager,IT,PhD,Microsoft Certified: Azure AI Engineer Associate,Microservices,5,1
hcl,microsoft,11.7,2778731,3345478,Female,Pune,Platform Engineer,IT,Master,Google Cloud Professional Data Engineer,React,3,1
infosys,linkedin,12.3,1462642,2277819,Female,Hyderabad,System Administrator,IT,Master,Google Cloud Professional Data Engineer,Angular,3,1
cts,coforge,11.6,3236397,4393683,Female,Noida,Product Manager,IT,Bachelor,Certified Data Professional (CDP),Ansible,3,5
salesforce,uber,12.1,3329029,5034469,Male,Chennai,Database Administrator,IT,Master,ITIL Expert,Computer Vision,1,1
coforge,valuelabs,15.0,1543738,2351325,Male,Kolkata,Blockchain Developer,IT,Bachelor,Salesforce Certified Administrator,NoSQL,5,5
meta,google,14.7,2691385,4006640,Male,Mumbai,Business Intelligence Analyst,IT,Master,Cisco Certified Internetwork Expert (CCIE),Message Queues,1,1
linkedin,wipro,9.2,1521503,2081654,Male,Noida,Software Architect,IT,Master,Microsoft Certified: Azure Fundamentals,Identity Management,1,3
infosys,linkedin,6.5,2249222,2852453,Male,Delhi,Platform Engineer,IT,PhD,Certified Information Security Manager (CISM),Full Stack Development,3,1
uber,infosys,5.7,681044,966836,Female,Bangalore,Project Manager,IT,PhD,Certified Data Professional (CDP),Technical Writing,1,3
valuelabs,oracle,12.3,2252811,3251148,Male,Hyderabad,Security Engineer,IT,Master,AWS Certified Developer - Associate,Cybersecurity,5,2
hcl,virtusa,4.9,2363565,3144999,Female,Chennai,Platform Engineer,IT,PhD,TensorFlow Developer Certificate,JavaScript,3,4
apple,zensar,14.1,1136258,1639566,Male,Noida,Machine Learning Engineer,IT,PhD,Microsoft Certified: Azure Fundamentals,Lambda Functions,1,4
hexaware,adobe,2.3,2888704,3853747,Male,Gurgaon,Solution Architect,IT,Bachelor,Docker Certified Associate (DCA),Information Security,4,1
netflix,infosys,11.4,2708211,4135287,Other,Noida,Performance Engineer,IT,PhD,Oracle Database Administrator Certified Professional,Penetration Testing,1,3
oracle,infosys,11.6,2519199,3954909,Female,Kolkata,Platform Engineer,IT,Master,Certified Kubernetes Administrator (CKA),GraphQL,2,3
cts,hexaware,7.8,2424261,3298550,Female,Mumbai,Scrum Master,IT,PhD,ITIL Expert,Single Sign-On,3,4
virtusa,ibm,3.9,2308947,3440545,Male,Mumbai,Machine Learning Engineer,IT,PhD,Professional Scrum Master (PSM),Edge Computing,4,2
tcs,deloitte,5.3,1214845,1804818,Female,Hyderabad,Technical Lead,IT,PhD,Cisco Certified Network Professional (CCNP),Django,3,2
salesforce,apple,4.4,1522353,2098876,Female,Delhi,Business Analyst,IT,Master,Google Cloud Professional DevOps Engineer,Performance Testing,1,1
microsoft,adobe,6.4,2144786,2772947,Female,Chennai,Product Manager,IT,Bachelor,Google Cloud Professional DevOps Engineer,Hadoop,1,1
meta,accenture,4.2,1597082,2186099,Male,Mumbai,Data Engineer,IT,Bachelor,Certified Kubernetes Security Specialist (CKS),Unit Testing,1,2
hexaware,cts,4.4,1271648,2017265,Other,Noida,Tech Lead,IT,Master,Microsoft Certified: Azure Data Engineer Associate,MongoDB,4,3
linkedin,coforge,5.0,1992209,2598903,Male,Noida,Security Engineer,IT,Bachelor,Google Cloud Associate Cloud Engineer,Security Testing,1,5
amazon,microsoft,7.1,1257969,1523861,Female,Bangalore,Release Manager,IT,PhD,Certified Kubernetes Application Developer (CKAD),Identity Management,1,1
tcs,hexaware,5.0,2960541,3946539,Other,Mumbai,System Administrator,IT,Master,Google Cloud Professional DevOps Engineer,Vulnerability Assessment,3,4
cts,adobe,8.0,3050373,4145194,Male,Gurgaon,Blockchain Developer,IT,PhD,AWS Certified Solutions Architect - Professional,Apache Spark,3,1
amazon,deloitte,7.2,1854201,2771027,Male,Chennai,Blockchain Developer,IT,PhD,CompTIA CySA+,Cybersecurity,1,2
wipro,google,14.6,3081236,4480366,Male,Pune,Security Engineer,IT,PhD,Certified Kubernetes Application Developer (CKAD),Big Data,3,1
cts,deloitte,5.5,2068641,3244283,Female,Bangalore,Software Developer,IT,PhD,ITIL Expert,Cloud Security,3,2
hexaware,accenture,14.1,1165618,1822348,Male,Mumbai,Data Engineer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Single Sign-On,4,2
hexaware,oracle,6.0,2796267,3825538,Male,Mumbai,Data Scientist,IT,Bachelor,CompTIA Security+,Blockchain,4,2
sap,ibm,4.5,2097210,2531197,Female,Kolkata,Scrum Master,IT,Bachelor,Certificate of Cloud Security Knowledge (CCSK),Vue.js,2,2
apple,microsoft,11.4,1343785,1862264,Male,Chennai,Security Engineer,IT,PhD,AWS Certified Solutions Architect - Associate,Spring Boot,1,1
adobe,deloitte,11.5,935346,1262802,Male,Noida,DevOps Engineer,IT,PhD,Microsoft Certified: Azure DevOps Engineer Expert,MLOps,1,2
meta,coforge,6.0,2328280,2952789,Male,Chennai,Scrum Master,IT,Bachelor,Project Management Professional (PMP),Cryptocurrency,1,5
coforge,google,14.4,1788789,2765160,Male,Pune,Data Engineer,IT,Bachelor,AWS Cloud Practitioner,Single Sign-On,5,1
deloitte,hcl,12.4,2368258,2922248,Male,Noida,Solution Architect,IT,Bachelor,Red Hat Certified Engineer (RHCE),DevOps,2,3
oracle,linkedin,9.6,2983048,3791594,Male,Hyderabad,QA Engineer,IT,Master,AWS Certified Solutions Architect - Associate,Terraform,2,1
deloitte,wipro,10.6,2116005,3304908,Male,Pune,Network Engineer,IT,PhD,TensorFlow Developer Certificate,Message Queues,2,3
apple,hcl,9.7,3298463,4958352,Female,Chennai,Data Engineer,IT,Bachelor,ITIL Foundation,Identity Management,1,3
salesforce,adobe,7.1,2277424,3482058,Female,Pune,Mobile App Developer,IT,Bachelor,AWS Certified Security - Specialty,OAuth,1,1
oracle,wipro,8.4,1590178,2419086,Male,Mumbai,Scrum Master,IT,Master,Google Cloud Associate Cloud Engineer,PostgreSQL,2,3
linkedin,apple,2.2,1948398,2594929,Male,Delhi,DevOps Engineer,IT,Bachelor,CompTIA Cloud+,Flask,1,1
coforge,linkedin,3.1,2185294,3134380,Male,Delhi,Technical Lead,IT,PhD,SAFe Agilist Certification,Deep Learning,5,1
apple,google,12.9,3343263,4199705,Female,Mumbai,UX/UI Designer,IT,Master,Certified Information Systems Security Professional (CISSP),Google Cloud Platform,1,1
happiest-minds,meta,6.6,1136274,1781050,Male,Noida,Network Engineer,IT,PhD,Certified Information Security Manager (CISM),Tableau,5,1
sap,accenture,8.4,1415140,1715795,Male,Gurgaon,System Administrator,IT,Master,Certified Cloud Security Professional (CCSP),Spring Boot,2,2
hcl,deloitte,7.0,1705653,2206201,Female,Chennai,QA Engineer,IT,Bachelor,AWS Certified Machine Learning - Specialty,Apache Kafka,3,2
infosys,virtusa,2.5,2547481,3096297,Female,Kolkata,AI Researcher,IT,Bachelor,Salesforce Certified Platform Developer,Full Stack Development,3,4
coforge,oracle,10.6,1461569,1794716,Female,Mumbai,Data Scientist,IT,Master,Oracle Database Administrator Certified Professional,Artificial Intelligence,5,2
zensar,hcl,1.8,1209476,1607366,Female,Noida,Cloud Architect,IT,PhD,Certified Information Systems Security Professional (CISSP),Serverless Architecture,4,3
apple,ibm,10.8,1041852,1468092,Female,Mumbai,Release Manager,IT,Bachelor,SAFe Agilist Certification,Cloud Security,1,2
google,tcs,9.4,1887497,2570838,Female,Delhi,Scrum Master,IT,PhD,AWS Certified Security - Specialty,Project Management,1,3
valuelabs,tcs,5.5,2389348,3071029,Male,Hyderabad,Project Manager,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),MLOps,5,3
oracle,uber,12.2,3227118,5145276,Male,Bangalore,Software Developer,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Network Security,2,1
microsoft,sap,10.1,1597860,2067657,Male,Kolkata,Business Analyst,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Event-Driven Architecture,1,2
wipro,coforge,12.6,3434477,4435429,Male,Kolkata,Data Analyst,IT,Bachelor,Certified Kubernetes Administrator (CKA),Django,3,5
virtusa,sap,1.7,1061909,1690218,Male,Kolkata,Database Administrator,IT,Master,ITIL Expert,Flask,4,2
meta,google,10.0,1506932,1826078,Male,Pune,QA Engineer,IT,Bachelor,Microsoft Certified: Azure Data Engineer Associate,Apache Spark,1,1
microsoft,apple,11.4,2438702,3641660,Female,Noida,Platform Engineer,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),NoSQL,1,1
accenture,wipro,9.4,2062352,2621426,Male,Hyderabad,Data Analyst,IT,Bachelor,Google Cloud Associate Cloud Engineer,Event-Driven Architecture,2,3
google,apple,7.6,728969,1135817,Male,Kolkata,Data Engineer,IT,Bachelor,AWS Certified DevOps Engineer - Professional,Full Stack Development,1,1
amazon,accenture,5.6,2393863,3138708,Male,Noida,Blockchain Developer,IT,Bachelor,Microsoft Certified: Azure Fundamentals,Blockchain,1,2
oracle,cts,10.4,2200546,3068746,Male,Noida,Mobile App Developer,IT,Master,Microsoft Certified: Azure Security Engineer Associate,JavaScript,2,3
apple,virtusa,5.8,2125422,2979179,Female,Hyderabad,System Administrator,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Java,1,4
netflix,infosys,6.1,1252322,1595388,Female,Hyderabad,Database Administrator,IT,PhD,Docker Certified Associate (DCA),Terraform,1,3
sap,infosys,13.4,1980164,3069215,Male,Noida,UX/UI Designer,IT,Bachelor,Google Cloud Associate Cloud Engineer,Ansible,2,3
amazon,sap,3.9,888142,1194438,Female,Chennai,Data Analyst,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Artificial Intelligence,1,2
accenture,google,14.2,1635122,1997965,Female,Kolkata,Mobile App Developer,IT,Master,Certified Kubernetes Application Developer (CKAD),Kubernetes,2,1
apple,amazon,10.3,1545558,2156195,Male,Bangalore,Tech Lead,IT,Master,AWS Certified Machine Learning - Specialty,Angular,1,1
happiest-minds,uber,6.6,1749593,2155085,Male,Kolkata,Machine Learning Engineer,IT,PhD,Google Cloud Professional Data Engineer,Terraform,5,1
hcl,uber,7.9,1311144,1979975,Male,Kolkata,Cloud Engineer,IT,Master,AWS Certified Machine Learning - Specialty,Microsoft Azure,3,1
cts,valuelabs,2.5,2177987,2964826,Male,Noida,UX/UI Designer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Machine Learning,3,5
apple,valuelabs,8.3,903405,1224783,Male,Noida,Platform Engineer,IT,Bachelor,Google Cloud Associate Cloud Engineer,Cybersecurity,1,5
hexaware,valuelabs,4.1,2875863,3723935,Female,Hyderabad,Full Stack Developer,IT,PhD,Google Cloud Professional Security Engineer,Jenkins,4,5
wipro,ibm,13.8,1994902,2863908,Male,Chennai,Performance Engineer,IT,Master,AWS Certified Developer - Associate,JavaScript,3,2
netflix,coforge,9.3,3321950,4578920,Male,Noida,Senior Developer,IT,PhD,Cisco Certified Network Associate (CCNA),Deep Learning,1,5
hexaware,ibm,3.9,2226871,3519994,Male,Delhi,Full Stack Developer,IT,Master,Docker Certified Associate (DCA),MySQL,4,2
salesforce,accenture,3.4,2584122,3629480,Male,Bangalore,Cloud Architect,IT,Bachelor,VMware Certified Professional (VCP),Code Review,1,2
hcl,meta,4.4,1550670,2107995,Male,Bangalore,Software Architect,IT,PhD,AWS Cloud Practitioner,Identity Management,3,1
ibm,meta,6.9,2183395,2723450,Male,Gurgaon,Blockchain Developer,IT,Bachelor,Certificate of Cloud Security Knowledge (CCSK),Serverless Architecture,2,1
uber,adobe,11.5,2264885,3309564,Male,Bangalore,AI Researcher,IT,Master,Certified Information Systems Security Professional (CISSP),Information Security,1,1
ibm,zensar,4.3,675756,1017984,Male,Hyderabad,Site Reliability Engineer,IT,Bachelor,Cisco Certified Network Associate (CCNA),Full Stack Development,2,4
hexaware,coforge,2.0,3098388,4658956,Male,Mumbai,UX/UI Designer,IT,PhD,Salesforce Certified Platform Developer,Deep Learning,4,5
accenture,cts,10.9,1624616,2388536,Male,Gurgaon,Scrum Master,IT,PhD,AWS Certified Data Analytics - Specialty,Integration Testing,2,3
linkedin,uber,2.9,2841259,4090970,Male,Mumbai,Data Scientist,IT,Master,Cisco Certified Internetwork Expert (CCIE),Load Testing,1,1
hexaware,valuelabs,13.7,1066544,1397161,Male,Chennai,Full Stack Developer,IT,Master,AWS Cloud Practitioner,Penetration Testing,4,5
google,accenture,4.6,1069268,1677937,Other,Delhi,Senior Developer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Python,1,2
google,apple,11.5,1220921,1705863,Male,Mumbai,Solution Architect,IT,PhD,Microsoft Certified: Azure Security Engineer Associate,GitHub Actions,1,1
meta,virtusa,7.9,1442565,2251846,Male,Pune,Product Manager,IT,PhD,Certified Scrum Master (CSM),Flask,1,4
hexaware,valuelabs,7.2,1698409,2418838,Male,Bangalore,Cloud Engineer,IT,Bachelor,Certified Information Security Manager (CISM),REST APIs,4,5
netflix,infosys,4.7,1465671,1914929,Male,Gurgaon,Solution Architect,IT,PhD,AWS Certified Data Analytics - Specialty,Redis,1,3
oracle,hexaware,9.2,2700218,3275519,Male,Gurgaon,Software Architect,IT,Master,Certificate of Cloud Security Knowledge (CCSK),Apache Spark,2,4
sap,salesforce,3.1,1633540,2607689,Male,Chennai,Technical Lead,IT,Bachelor,AWS Certified Solutions Architect - Professional,Node.js,2,1
deloitte,uber,3.7,2477930,3019749,Male,Delhi,Data Analyst,IT,Bachelor,Microsoft Certified: Azure Security Engineer Associate,Node.js,2,1
valuelabs,infosys,3.3,2050147,2803543,Male,Chennai,Full Stack Developer,IT,Master,CompTIA Cloud+,Event-Driven Architecture,5,3
coforge,apple,14.1,2944578,3618758,Male,Delhi,AI Researcher,IT,Bachelor,SAFe Agilist Certification,PostgreSQL,5,1
meta,apple,12.9,3217618,4113324,Male,Chennai,Cloud Engineer,IT,PhD,AWS Certified SysOps Administrator - Associate,Information Security,1,1
virtusa,happiest-minds,12.9,1068324,1640415,Female,Chennai,Business Intelligence Analyst,IT,PhD,ITIL Foundation,FastAPI,4,5
cts,infosys,14.1,1404040,2051679,Female,Pune,Cloud Engineer,IT,PhD,CompTIA A+,GraphQL,3,3
tcs,oracle,3.1,2160785,2852469,Female,Bangalore,Technical Lead,IT,PhD,Google Cloud Professional Machine Learning Engineer,MongoDB,3,2
happiest-minds,oracle,9.8,2133368,2704876,Male,Kolkata,Business Analyst,IT,Master,AWS Cloud Practitioner,Load Testing,5,2
meta,oracle,13.6,2929858,3615040,Male,Mumbai,Database Administrator,IT,Bachelor,Google Cloud Associate Cloud Engineer,Natural Language Processing,1,2
ibm,infosys,2.6,2860881,3541933,Male,Mumbai,Product Manager,IT,Master,Salesforce Certified Platform Developer,Big Data,2,3
hcl,salesforce,1.2,2066912,3176538,Female,Mumbai,Cloud Engineer,IT,Master,Red Hat Certified Engineer (RHCE),Redis,3,1
infosys,cts,13.9,3093029,4529666,Female,Chennai,Project Manager,IT,PhD,AWS Certified SysOps Administrator - Associate,Identity Management,3,3
tcs,valuelabs,11.0,3164974,4732198,Female,Kolkata,Database Administrator,IT,Bachelor,Oracle MySQL Database Administration,Kanban,3,5
hexaware,apple,2.3,2281055,3093442,Male,Mumbai,QA Engineer,IT,PhD,Project Management Professional (PMP),Unit Testing,4,1
meta,oracle,3.0,819357,1196067,Male,Chennai,Scrum Master,IT,Master,AWS Certified DevOps Engineer - Professional,Performance Testing,1,2
netflix,ibm,13.5,2791970,3456422,Male,Kolkata,Site Reliability Engineer,IT,PhD,Certified Data Professional (CDP),Serverless Architecture,1,2
